"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000264896 (pp) 9606.ENSP00000302961","false","pp","9606.ENSP00000264896 (pp) 9606.ENSP00000302961","0.055","0.0","0.0","0.071","0.0",,"0.0","0.593","0.574"
"pp","9606.ENSP00000264896 (pp) 9606.ENSP00000345347","false","pp","9606.ENSP00000264896 (pp) 9606.ENSP00000345347","0.042","0.0","0.0","0.0","0.0",,"0.0","0.595","0.595"
"pp","9606.ENSP00000264896 (pp) 9606.ENSP00000295897","false","pp","9606.ENSP00000264896 (pp) 9606.ENSP00000295897","0.0","0.0","0.0","0.0","0.0",,"0.0","0.596","0.596"
"pp","9606.ENSP00000264896 (pp) 9606.ENSP00000357726","false","pp","9606.ENSP00000264896 (pp) 9606.ENSP00000357726","0.061","0.0","0.0","0.112","0.0",,"0.0","0.625","0.587"
"pp","9606.ENSP00000264896 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000264896 (pp) 9606.ENSP00000498321","0.094","0.0","0.0","0.0","0.0",,"0.0","0.634","0.613"
"pp","9606.ENSP00000264896 (pp) 9606.ENSP00000284981","false","pp","9606.ENSP00000264896 (pp) 9606.ENSP00000284981","0.1","0.0","0.0","0.0","0.0",,"0.0","0.647","0.624"
"pp","9606.ENSP00000264896 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000264896 (pp) 9606.ENSP00000398698","0.074","0.0","0.0","0.0","0.0",,"0.0","0.68","0.669"
"pp","9606.ENSP00000264896 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000264896 (pp) 9606.ENSP00000385675","0.084","0.0","0.0","0.0","0.0",,"0.0","0.709","0.696"
"pp","9606.ENSP00000264896 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000264896 (pp) 9606.ENSP00000364210","0.067","0.0","0.0","0.0","0.0",,"0.0","0.723","0.716"
"pp","9606.ENSP00000264896 (pp) 9606.ENSP00000380948","false","pp","9606.ENSP00000264896 (pp) 9606.ENSP00000380948","0.066","0.0","0.0","0.0","0.0",,"0.0","0.781","0.775"
"pp","9606.ENSP00000264896 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000264896 (pp) 9606.ENSP00000363089","0.115","0.0","0.0","0.0","0.0",,"0.0","0.996","0.995"
"pp","9606.ENSP00000271638 (pp) 9606.ENSP00000278282","false","pp","9606.ENSP00000271638 (pp) 9606.ENSP00000278282","0.0","0.0","0.0","0.0","0.0",,"0.0","0.41","0.41"
"pp","9606.ENSP00000271638 (pp) 9606.ENSP00000357721","false","pp","9606.ENSP00000271638 (pp) 9606.ENSP00000357721","0.197","0.0","0.0","0.0","0.0",,"0.0","0.473","0.371"
"pp","9606.ENSP00000271638 (pp) 9606.ENSP00000357704","false","pp","9606.ENSP00000271638 (pp) 9606.ENSP00000357704","0.446","0.0","0.0","0.0","0.0",,"0.0","0.509","0.151"
"pp","9606.ENSP00000271638 (pp) 9606.ENSP00000291700","false","pp","9606.ENSP00000271638 (pp) 9606.ENSP00000291700","0.0","0.0","0.0","0.292","0.0",,"0.0","0.593","0.449"
"pp","9606.ENSP00000271638 (pp) 9606.ENSP00000357711","false","pp","9606.ENSP00000271638 (pp) 9606.ENSP00000357711","0.055","0.0","0.0","0.0","0.0",,"0.0","0.603","0.597"
"pp","9606.ENSP00000271638 (pp) 9606.ENSP00000357709","false","pp","9606.ENSP00000271638 (pp) 9606.ENSP00000357709","0.51","0.0","0.0","0.0","0.0",,"0.0","0.706","0.424"
"pp","9606.ENSP00000271638 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000271638 (pp) 9606.ENSP00000364210","0.072","0.0","0.0","0.05","0.0",,"0.0","0.961","0.96"
"pp","9606.ENSP00000278282 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000278282 (pp) 9606.ENSP00000398698","0.043","0.0","0.0","0.0","0.0",,"0.0","0.401","0.4"
"pp","9606.ENSP00000278282 (pp) 9606.ENSP00000295897","false","pp","9606.ENSP00000278282 (pp) 9606.ENSP00000295897","0.0","0.0","0.0","0.0","0.0",,"0.0","0.405","0.405"
"pp","9606.ENSP00000278282 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000278282 (pp) 9606.ENSP00000385675","0.042","0.0","0.0","0.0","0.0",,"0.0","0.447","0.447"
"pp","9606.ENSP00000278282 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000278282 (pp) 9606.ENSP00000364210","0.418","0.0","0.0","0.0","0.0",,"0.0","0.684","0.479"
"pp","9606.ENSP00000278282 (pp) 9606.ENSP00000397082","false","pp","9606.ENSP00000278282 (pp) 9606.ENSP00000397082","0.563","0.0","0.0","0.0","0.0",,"0.0","0.826","0.618"
"pp","9606.ENSP00000278282 (pp) 9606.ENSP00000361366","false","pp","9606.ENSP00000278282 (pp) 9606.ENSP00000361366","0.443","0.0","0.0","0.0","0.0",,"0.0","0.837","0.72"
"pp","9606.ENSP00000278282 (pp) 9606.ENSP00000499683","false","pp","9606.ENSP00000278282 (pp) 9606.ENSP00000499683","0.62","0.0","0.0","0.0","0.0",,"0.0","0.92","0.8"
"pp","9606.ENSP00000278282 (pp) 9606.ENSP00000316152","false","pp","9606.ENSP00000278282 (pp) 9606.ENSP00000316152","0.671","0.0","0.0","0.0","0.0",,"0.0","0.95","0.855"
"pp","9606.ENSP00000284981 (pp) 9606.ENSP00000357726","false","pp","9606.ENSP00000284981 (pp) 9606.ENSP00000357726","0.067","0.0","0.4","0.071","0.0",,"0.0","0.508","0.165"
"pp","9606.ENSP00000284981 (pp) 9606.ENSP00000345347","false","pp","9606.ENSP00000284981 (pp) 9606.ENSP00000345347","0.042","0.0","0.4","0.073","0.0",,"0.0","0.583","0.31"
"pp","9606.ENSP00000284981 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000284981 (pp) 9606.ENSP00000415743","0.042","0.0","0.0","0.077","0.0",,"0.0","0.635","0.621"
"pp","9606.ENSP00000284981 (pp) 9606.ENSP00000436126","false","pp","9606.ENSP00000284981 (pp) 9606.ENSP00000436126","0.0","0.0","0.54","0.0","0.0",,"0.0","0.669","0.311"
"pp","9606.ENSP00000284981 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000284981 (pp) 9606.ENSP00000363089","0.042","0.0","0.0","0.0","0.0",,"0.0","0.67","0.67"
"pp","9606.ENSP00000284981 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000284981 (pp) 9606.ENSP00000385675","0.0","0.0","0.0","0.0","0.0",,"0.0","0.68","0.68"
"pp","9606.ENSP00000284981 (pp) 9606.ENSP00000384906","false","pp","9606.ENSP00000284981 (pp) 9606.ENSP00000384906","0.0","0.0","0.54","0.0","0.0",,"0.0","0.687","0.348"
"pp","9606.ENSP00000284981 (pp) 9606.ENSP00000316152","false","pp","9606.ENSP00000284981 (pp) 9606.ENSP00000316152","0.0","0.0","0.0","0.626","0.0",,"0.0","0.688","0.201"
"pp","9606.ENSP00000284981 (pp) 9606.ENSP00000291700","false","pp","9606.ENSP00000284981 (pp) 9606.ENSP00000291700","0.0","0.0","0.4","0.074","0.0",,"0.0","0.748","0.583"
"pp","9606.ENSP00000284981 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000284981 (pp) 9606.ENSP00000398698","0.0","0.0","0.0","0.126","0.0",,"0.0","0.799","0.78"
"pp","9606.ENSP00000284981 (pp) 9606.ENSP00000302961","false","pp","9606.ENSP00000284981 (pp) 9606.ENSP00000302961","0.042","0.0","0.0","0.319","0.0",,"0.0","0.849","0.788"
"pp","9606.ENSP00000284981 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000284981 (pp) 9606.ENSP00000364210","0.0","0.0","0.5","0.07","0.0",,"0.0","0.881","0.766"
"pp","9606.ENSP00000284981 (pp) 9606.ENSP00000367668","false","pp","9606.ENSP00000284981 (pp) 9606.ENSP00000367668","0.0","0.0","0.0","0.064","0.0",,"0.0","0.891","0.888"
"pp","9606.ENSP00000284981 (pp) 9606.ENSP00000295897","false","pp","9606.ENSP00000284981 (pp) 9606.ENSP00000295897","0.0","0.0","0.4","0.292","0.0",,"0.0","0.901","0.787"
"pp","9606.ENSP00000284981 (pp) 9606.ENSP00000318585","false","pp","9606.ENSP00000284981 (pp) 9606.ENSP00000318585","0.073","0.0","0.75","0.86","0.0",,"0.0","0.999","0.999"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000380948","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000380948","0.042","0.0","0.0","0.0","0.0",,"0.0","0.444","0.444"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000384906","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000384906","0.0","0.0","0.4","0.0","0.0",,"0.0","0.461","0.139"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000373706","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000373706","0.0","0.0","0.0","0.0","0.0",,"0.0","0.466","0.466"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000357711","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000357711","0.0","0.0","0.0","0.0","0.0",,"0.0","0.484","0.484"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000392767","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000392767","0.047","0.0","0.0","0.0","0.0",,"0.0","0.572","0.57"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000398698","0.0","0.0","0.0","0.0","0.0",,"0.0","0.58","0.58"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000295897","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000295897","0.048","0.0","0.0","0.0","0.0",,"0.0","0.585","0.582"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000385675","0.0","0.0","0.0","0.0","0.0",,"0.0","0.621","0.621"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000302961","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000302961","0.0","0.0","0.0","0.0","0.0",,"0.0","0.636","0.636"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000357726","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000357726","0.0","0.0","0.4","0.0","0.0",,"0.0","0.642","0.428"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000296370","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000296370","0.0","0.0","0.0","0.695","0.0",,"0.0","0.698","0.051"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000357704","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000357704","0.044","0.0","0.0","0.741","0.0",,"0.0","0.757","0.101"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000357709","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000357709","0.042","0.0","0.0","0.521","0.0",,"0.0","0.775","0.549"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000345347","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000345347","0.0","0.0","0.4","0.0","0.0",,"0.0","0.83","0.729"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000363089","0.0","0.0","0.0","0.0","0.0",,"0.0","0.844","0.844"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000292169","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000292169","0.115","0.0","0.0","0.892","0.0",,"0.0","0.98","0.814"
"pp","9606.ENSP00000291700 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000291700 (pp) 9606.ENSP00000364210","0.05","0.0","0.5","0.971","0.0",,"0.0","0.999","0.995"
"pp","9606.ENSP00000292169 (pp) 9606.ENSP00000357709","false","pp","9606.ENSP00000292169 (pp) 9606.ENSP00000357709","0.0","0.0","0.0","0.0","0.0",,"0.0","0.435","0.435"
"pp","9606.ENSP00000292169 (pp) 9606.ENSP00000357727","false","pp","9606.ENSP00000292169 (pp) 9606.ENSP00000357727","0.0","0.0","0.5","0.045","0.0",,"0.0","0.546","0.126"
"pp","9606.ENSP00000292169 (pp) 9606.ENSP00000357721","false","pp","9606.ENSP00000292169 (pp) 9606.ENSP00000357721","0.0","0.0","0.5","0.0","0.0",,"0.0","0.553","0.143"
"pp","9606.ENSP00000292169 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000292169 (pp) 9606.ENSP00000415743","0.0","0.0","0.5","0.112","0.0",,"0.0","0.608","0.189"
"pp","9606.ENSP00000292169 (pp) 9606.ENSP00000302961","false","pp","9606.ENSP00000292169 (pp) 9606.ENSP00000302961","0.0","0.0","0.0","0.1","0.0",,"0.0","0.632","0.608"
"pp","9606.ENSP00000292169 (pp) 9606.ENSP00000345347","false","pp","9606.ENSP00000292169 (pp) 9606.ENSP00000345347","0.0","0.0","0.5","0.045","0.0",,"0.0","0.644","0.314"
"pp","9606.ENSP00000292169 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000292169 (pp) 9606.ENSP00000364210","0.0","0.0","0.0","0.41","0.0",,"0.0","0.802","0.678"
"pp","9606.ENSP00000292169 (pp) 9606.ENSP00000357704","false","pp","9606.ENSP00000292169 (pp) 9606.ENSP00000357704","0.088","0.0","0.0","0.784","0.0",,"0.0","0.807","0.099"
"pp","9606.ENSP00000292169 (pp) 9606.ENSP00000357711","false","pp","9606.ENSP00000292169 (pp) 9606.ENSP00000357711","0.0","0.0","0.0","0.0","0.0",,"0.0","0.808","0.808"
"pp","9606.ENSP00000292169 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000292169 (pp) 9606.ENSP00000363089","0.0","0.0","0.5","0.093","0.0",,"0.0","0.836","0.668"
"pp","9606.ENSP00000292169 (pp) 9606.ENSP00000296370","false","pp","9606.ENSP00000292169 (pp) 9606.ENSP00000296370","0.057","0.0","0.0","0.846","0.0",,"0.0","0.858","0.102"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000357704","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000357704","0.0","0.0","0.0","0.0","0.0",,"0.0","0.418","0.418"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000407586","0.0","0.0","0.0","0.0","0.0",,"0.0","0.44","0.44"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000318585","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000318585","0.0","0.0","0.0","0.0","0.0",,"0.0","0.454","0.454"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000362057","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000362057","0.0","0.0","0.0","0.0","0.0",,"0.0","0.455","0.455"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000436126","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000436126","0.049","0.0","0.0","0.0","0.0",,"0.0","0.483","0.479"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000357709","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000357709","0.0","0.0","0.0","0.0","0.0",,"0.0","0.491","0.491"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000353874","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000353874","0.0","0.0","0.0","0.0","0.0",,"0.0","0.494","0.494"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000371067","0.0","0.0","0.0","0.0","0.0",,"0.0","0.53","0.53"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000367851","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000367851","0.0","0.0","0.0","0.0","0.0",,"0.0","0.553","0.553"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000345347","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000345347","0.0","0.0","0.0","0.0","0.0",,"0.0","0.553","0.553"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000498321","0.0","0.0","0.0","0.0","0.0",,"0.0","0.563","0.563"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000361366","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000361366","0.081","0.0","0.0","0.0","0.0",,"0.0","0.611","0.594"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000415743","0.0","0.0","0.0","0.0","0.0",,"0.0","0.64","0.64"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000357721","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000357721","0.0","0.0","0.0","0.162","0.0",,"0.0","0.653","0.604"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000380948","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000380948","0.0","0.0","0.0","0.0","0.0",,"0.0","0.684","0.684"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000384906","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000384906","0.0","0.0","0.0","0.0","0.0",,"0.0","0.705","0.705"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000302961","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000302961","0.056","0.0","0.0","0.0","0.0",,"0.0","0.742","0.738"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000364210","0.0","0.0","0.0","0.0","0.0",,"0.0","0.797","0.797"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000363089","0.0","0.0","0.0","0.0","0.0",,"0.0","0.821","0.821"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000398698","0.0","0.0","0.0","0.0","0.0",,"0.0","0.87","0.87"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000385675","0.0","0.0","0.0","0.0","0.0",,"0.0","0.926","0.926"
"pp","9606.ENSP00000296370 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000296370 (pp) 9606.ENSP00000364210","0.072","0.0","0.0","0.948","0.0",,"0.0","0.962","0.27"
"pp","9606.ENSP00000302961 (pp) 9606.ENSP00000353874","false","pp","9606.ENSP00000302961 (pp) 9606.ENSP00000353874","0.0","0.0","0.0","0.182","0.0",,"0.0","0.467","0.375"
"pp","9606.ENSP00000302961 (pp) 9606.ENSP00000380948","false","pp","9606.ENSP00000302961 (pp) 9606.ENSP00000380948","0.054","0.0","0.0","0.0","0.0",,"0.0","0.521","0.515"
"pp","9606.ENSP00000302961 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000302961 (pp) 9606.ENSP00000498321","0.082","0.0","0.0","0.069","0.0",,"0.0","0.526","0.49"
"pp","9606.ENSP00000302961 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000302961 (pp) 9606.ENSP00000415743","0.05","0.0","0.0","0.071","0.0",,"0.0","0.563","0.545"
"pp","9606.ENSP00000302961 (pp) 9606.ENSP00000367851","false","pp","9606.ENSP00000302961 (pp) 9606.ENSP00000367851","0.059","0.0","0.0","0.053","0.0",,"0.0","0.568","0.554"
"pp","9606.ENSP00000302961 (pp) 9606.ENSP00000345347","false","pp","9606.ENSP00000302961 (pp) 9606.ENSP00000345347","0.079","0.0","0.0","0.088","0.0",,"0.0","0.619","0.583"
"pp","9606.ENSP00000302961 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000302961 (pp) 9606.ENSP00000385675","0.093","0.0","0.0","0.0","0.0",,"0.0","0.79","0.779"
"pp","9606.ENSP00000302961 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000302961 (pp) 9606.ENSP00000398698","0.06","0.0","0.0","0.0","0.0",,"0.0","0.79","0.786"
"pp","9606.ENSP00000302961 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000302961 (pp) 9606.ENSP00000364210","0.0","0.0","0.0","0.047","0.0",,"0.0","0.807","0.806"
"pp","9606.ENSP00000302961 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000302961 (pp) 9606.ENSP00000363089","0.0","0.0","0.0","0.337","0.0",,"0.0","0.996","0.995"
"pp","9606.ENSP00000316152 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000316152 (pp) 9606.ENSP00000364210","0.743","0.0","0.0","0.0","0.0",,"0.0","0.87","0.516"
"pp","9606.ENSP00000316152 (pp) 9606.ENSP00000361366","false","pp","9606.ENSP00000316152 (pp) 9606.ENSP00000361366","0.704","0.0","0.5","0.0","0.0",,"0.0","0.99","0.944"
"pp","9606.ENSP00000316152 (pp) 9606.ENSP00000499683","false","pp","9606.ENSP00000316152 (pp) 9606.ENSP00000499683","0.824","0.0","0.7","0.0","0.0",,"0.0","0.999","0.99"
"pp","9606.ENSP00000316152 (pp) 9606.ENSP00000397082","false","pp","9606.ENSP00000316152 (pp) 9606.ENSP00000397082","0.855","0.0","0.5","0.0","0.0",,"0.0","0.999","0.99"
"pp","9606.ENSP00000318585 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000318585 (pp) 9606.ENSP00000385675","0.066","0.0","0.0","0.0","0.0",,"0.0","0.503","0.489"
"pp","9606.ENSP00000318585 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000318585 (pp) 9606.ENSP00000398698","0.064","0.0","0.0","0.0","0.0",,"0.0","0.532","0.52"
"pp","9606.ENSP00000318585 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000318585 (pp) 9606.ENSP00000364210","0.0","0.0","0.0","0.042","0.0",,"0.0","0.631","0.631"
"pp","9606.ENSP00000318585 (pp) 9606.ENSP00000367668","false","pp","9606.ENSP00000318585 (pp) 9606.ENSP00000367668","0.0","0.0","0.0","0.046","0.0",,"0.0","0.861","0.861"
"pp","9606.ENSP00000345347 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000345347 (pp) 9606.ENSP00000371067","0.086","0.0","0.0","0.071","0.0",,"0.0","0.404","0.354"
"pp","9606.ENSP00000345347 (pp) 9606.ENSP00000367851","false","pp","9606.ENSP00000345347 (pp) 9606.ENSP00000367851","0.083","0.0","0.0","0.0","0.0",,"0.0","0.456","0.431"
"pp","9606.ENSP00000345347 (pp) 9606.ENSP00000436126","false","pp","9606.ENSP00000345347 (pp) 9606.ENSP00000436126","0.0","0.0","0.0","0.0","0.0",,"0.0","0.499","0.499"
"pp","9606.ENSP00000345347 (pp) 9606.ENSP00000380948","false","pp","9606.ENSP00000345347 (pp) 9606.ENSP00000380948","0.067","0.0","0.0","0.0","0.0",,"0.0","0.584","0.572"
"pp","9606.ENSP00000345347 (pp) 9606.ENSP00000357721","false","pp","9606.ENSP00000345347 (pp) 9606.ENSP00000357721","0.09","0.0","0.5","0.045","0.0",,"0.0","0.646","0.282"
"pp","9606.ENSP00000345347 (pp) 9606.ENSP00000384906","false","pp","9606.ENSP00000345347 (pp) 9606.ENSP00000384906","0.0","0.0","0.4","0.0","0.0",,"0.0","0.7","0.521"
"pp","9606.ENSP00000345347 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000345347 (pp) 9606.ENSP00000398698","0.083","0.0","0.0","0.0","0.0",,"0.0","0.753","0.742"
"pp","9606.ENSP00000345347 (pp) 9606.ENSP00000357727","false","pp","9606.ENSP00000345347 (pp) 9606.ENSP00000357727","0.062","0.0","0.5","0.045","0.0",,"0.0","0.759","0.525"
"pp","9606.ENSP00000345347 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000345347 (pp) 9606.ENSP00000415743","0.042","0.0","0.5","0.0","0.0",,"0.0","0.789","0.595"
"pp","9606.ENSP00000345347 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000345347 (pp) 9606.ENSP00000385675","0.086","0.0","0.0","0.0","0.0",,"0.0","0.792","0.782"
"pp","9606.ENSP00000345347 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000345347 (pp) 9606.ENSP00000498321","0.073","0.0","0.0","0.091","0.0",,"0.0","0.812","0.795"
"pp","9606.ENSP00000345347 (pp) 9606.ENSP00000357726","false","pp","9606.ENSP00000345347 (pp) 9606.ENSP00000357726","0.075","0.0","0.4","0.045","0.0",,"0.0","0.894","0.824"
"pp","9606.ENSP00000345347 (pp) 9606.ENSP00000353874","false","pp","9606.ENSP00000345347 (pp) 9606.ENSP00000353874","0.0","0.0","0.0","0.0","0.0",,"0.0","0.997","0.997"
"pp","9606.ENSP00000345347 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000345347 (pp) 9606.ENSP00000364210","0.0","0.0","0.5","0.603","0.0",,"0.0","0.999","0.999"
"pp","9606.ENSP00000345347 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000345347 (pp) 9606.ENSP00000363089","0.078","0.0","0.5","0.445","0.0",,"0.0","0.999","0.998"
"pp","9606.ENSP00000353874 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000353874 (pp) 9606.ENSP00000371067","0.0","0.0","0.0","0.1","0.0",,"0.0","0.409","0.371"
"pp","9606.ENSP00000353874 (pp) 9606.ENSP00000367851","false","pp","9606.ENSP00000353874 (pp) 9606.ENSP00000367851","0.087","0.0","0.0","0.045","0.0",,"0.0","0.423","0.392"
"pp","9606.ENSP00000353874 (pp) 9606.ENSP00000415743","false","pp","9606.ENSP00000353874 (pp) 9606.ENSP00000415743","0.0","0.0","0.0","0.0","0.0",,"0.0","0.447","0.447"
"pp","9606.ENSP00000353874 (pp) 9606.ENSP00000380948","false","pp","9606.ENSP00000353874 (pp) 9606.ENSP00000380948","0.165","0.0","0.0","0.057","0.0",,"0.0","0.452","0.359"
"pp","9606.ENSP00000353874 (pp) 9606.ENSP00000364210","false","pp","9606.ENSP00000353874 (pp) 9606.ENSP00000364210","0.072","0.0","0.0","0.0","0.0",,"0.0","0.795","0.789"
"pp","9606.ENSP00000353874 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000353874 (pp) 9606.ENSP00000385675","0.058","0.0","0.0","0.0","0.0",,"0.0","0.895","0.893"
"pp","9606.ENSP00000353874 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000353874 (pp) 9606.ENSP00000398698","0.088","0.0","0.0","0.0","0.0",,"0.0","0.896","0.891"
"pp","9606.ENSP00000353874 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000353874 (pp) 9606.ENSP00000363089","0.063","0.0","0.9","0.0","0.0",,"0.0","0.979","0.803"
"pp","9606.ENSP00000353874 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000353874 (pp) 9606.ENSP00000498321","0.042","0.0","0.9","0.552","0.0",,"0.0","0.999","0.999"
"pp","9606.ENSP00000357704 (pp) 9606.ENSP00000392767","false","pp","9606.ENSP00000357704 (pp) 9606.ENSP00000392767","0.142","0.0","0.0","0.0","0.0",,"0.0","0.445","0.38"
"pp","9606.ENSP00000357704 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000357704 (pp) 9606.ENSP00000385675","0.087","0.0","0.0","0.0","0.0",,"0.0","0.501","0.476"
"pp","9606.ENSP00000357704 (pp) 9606.ENSP00000357711","false","pp","9606.ENSP00000357704 (pp) 9606.ENSP00000357711","0.0","0.0","0.0","0.0","0.0",,"0.0","0.58","0.58"
