"__Annotations","confidence score","data version","database","enrichmentTables","has images","name","network type","selected","shared name","species","uri"
"","0.4","12","string-db",,"true","STRING network","full STRING network","true","STRING network","Homo sapiens","https://api12b.jensenlab.org/network"
