"__Annotations","confidence score","data version","database","EnrichmentTable::Gene ID Column","EnrichmentTable::No IEA","EnrichmentTable::organism","EnrichmentTable::Significance Threshold Method","EnrichmentTable::User Threshold","enrichmentTables","has images","name","network type","selected","shared name","species","uri"
"","0.7","12","string-db","display name","false","hsapiens","g_SCS","0.05",,"true","STRING network","full STRING network","true","STRING network","Homo sapiens","https://api12b.jensenlab.org/network"
